ID,predicted_answer,valid_answers,achieved_score,max_score,is_correct,semi_correct
Ni-en-06,5,"{'5': 4, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Th-en-41,30,"{'30': 2, '27': 1, '26': 1, '22': 1, '25': 1, '28': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-en-18,horn,"{'chips': 2, 'horn': 2, 'shawl': 1, 'corn': 1, 'cheese puffs': 1, 'drum': 1, 'non-alcoholic beverage': 1, 'seeds': 1, 'fan hat': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Na-ko-18,idk,"{'volleyball': 3, 'soccer': 2, 'field hockey': 2, 'tennis': 1, 'basketball': 1, 'gymnastics': 1, 'track': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Kik-in-11,St Paul's,"{'westminster abbey': 2, 'cathedrals': 2, ""St Paul's"": 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ne-ar-26,oil company,"{'oil company': 2, 'mapna': 1, 'khatam al-anbiya headquarters': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",2,2,True,True
Ni-en-06,6,"{'6': 4, '7': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-su-10,idk,"{'chicken soup': 1, 'crucian carp soup': 1, 'dates': 1, 'nutritionally balanced food': 1, 'nutrient-rich food': 1, 'egg': 1, 'no-answer': 2, 'idk': 2, 'not-applicable': 0}",2,2,True,True
Sa-en-6,burgers,"{'pizza': 4, 'burgers': 1, 'chinese': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,4,False,True
New-pe-49,neighborhood mosque,"{'neighborhood mosque': 4, 'living room': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-44,American Football,"{'American Football': 4, 'baseball': 3, 'soccer': 1, 'basketball': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-pe-11,cinnamon,"{'cumin': 2, 'star anise': 2, 'cilantro': 1, 'thirteen spices': 1, 'five-spice powder': 1, 'cinnamon': 1, 'bay leaf': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ta-pe-23,jogging,"{'jogging': 2, 'running': 2, 'cardio': 1, 'exercise machines': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ha-13,green vegetables,"{'chinese cabbage': 2, 'green vegetables': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",1,2,False,True
Na-ko-40,1,"{'1': 6, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",6,6,True,True
Kik-in-15,idk,"{'gowns': 5, 'cap': 1, 'dress': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",2,5,False,True
New-am-59,idk,"{'animal husbandry': 2, 'straw carpet weaving': 1, 'idk': 5, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Jod-ch-15,lobster,"{'lobster': 4, 'shrimp': 3, 'crab legs': 3, 'seafood boil': 1, 'salmon': 1, 'fried fish (cod)': 1, 'tuna': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-07,not-applicable,"{'easter eggs': 1, 'not-applicable': 4, 'idk': 1, 'no-answer': 0}",4,4,True,True
New-az-27,basketball,"{'soccer': 4, 'racing': 1, 'NCA A Football': 1, 'American Football': 1, 'basketball': 1, 'idk': 3, 'no-answer': 0, 'not-applicable': 0}",1,4,False,True
Ca-sp-14,tea,"{'tea': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Th-en-24,boston,"{'silicon valley': 4, 'los angeles': 1, 'houston': 1, 'chicago': 1, 'research triangle': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",0,4,False,False
Ne-ar-14,idk,"{'mosque': 1, 'home': 1, 'restaurant': 1, 'idk': 5, 'not-applicable': 2, 'no-answer': 0}",5,5,True,True
Ki-pe-39,ham sandwich,"{'kebab': 2, 'cutlet': 2, 'olivier salad': 2, 'sandwich': 1, 'chicken': 1, 'ham sandwich': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-pe-74,10000,"{'30': 2, '26': 1, '290': 1, '000': 1, '10000': 1, '20000': 1, 'no-answer': 1, 'idk': 1, 'not-applicable': 0}",1,2,False,True
New-ch-39,amazon,"{'amazon': 2, 'ebay': 1, 'no-answer': 1, 'idk': 1, 'not-applicable': 0}",2,2,True,True
New-ch-78,shopping,"{'swimming': 2, 'walking (rambling)': 2, 'cooking': 1, 'fitness classes': 1, 'pub lunches': 1, 'wrestling': 1, 'soccer': 1, 'marathons': 1, 'going out for lunch': 1, 'shopping': 1, 'bingo': 1, 'zumba': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-en-68,idk,"{'expulsion': 3, 'low discipline score': 2, 'commitment': 1, 'corporal punishment': 1, 'reprimand and record in the file': 1, 'contacting parents': 1, 'temporary dismissal': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-su-01,sweets,"{'sweets': 2, 'chips': 1, 'crisps': 1, 'fizzy pop': 1, 'Cheestrings ': 1, 'idk': 1, 'not-applicable': 1, 'no-answer': 0}",2,2,True,True
Jod-ch-57,65,"{'65': 4, '66': 1, '70': 1, '80': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ne-ar-33,12:00,"{'12:00': 4, '13:00': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Ne-ar-24,birmingham,"{'london': 5, 'birmingham': 1, 'manchester': 1, 'leeds': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Ta-pe-22,yoga,"{'yoga': 2, 'square dance': 2, 'walk': 1, 'tik tok aerobics': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-gr-13,tea,"{'coffee': 5, 'tea': 4, 'fruit juice': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,5,False,True
New-az-05,birmingham,"{'scotland': 2, 'yorkshire': 1, 'birmingham': 1, 'idk': 4, 'no-answer': 1, 'not-applicable': 0}",1,4,False,True
Ni-en-37,not-applicable,"{'qixi festival': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
New-az-49,1,"{'2': 3, '1': 2, '3': 1, 'idk': 1, 'no-answer': 1, 'not-applicable': 0}",2,3,False,True
New-su-09,olive oil,"{'olive oil': 3, 'vegetable oil': 2, 'sunflower': 1, 'canola': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ne-ar-33,13:00,"{'12:00': 4, '13:00': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,4,False,True
New-pe-59,2,"{'2': 4, '1': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-35,idk,"{'e-sports': 2, 'American Football': 1, 'tennis': 1, 'pickleball': 1, 'idk': 3, 'no-answer': 1, 'not-applicable': 0}",3,3,True,True
Na-ko-02,milkshake,"{'coffee': 2, 'caramel macchiato': 1, 'nutella shake': 1, 'milkshake': 1, 'no-answer': 3, 'idk': 0, 'not-applicable': 0}",1,3,False,True
Ni-en-02,18:00,"{'18:00': 3, '19:00': 1, '16:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-pe-76,picnic,"{'walk': 2, 'run': 2, 'picnic': 1, 'bbq': 1, 'sports': 1, 'people-watching ': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,2,False,True
New-ch-01,lamb,"{'chicken': 3, 'beef': 3, 'burgers': 1, 'sausages': 1, 'lamb': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-in-33,southern states,"{'southern states': 1, 'central states': 1, 'appalachia': 1, 'NV': 1, 'california': 1, 'west': 1, 'WV': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
Jo-sp-09,skiing,"{'tennis': 5, 'skiing': 2, 'horse riding': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,5,False,True
New-am-27,idk,"{'serena williams': 3, 'venus williams': 1, 'caitlin clark': 1, 'idk': 4, 'no-answer': 1, 'not-applicable': 0}",4,4,True,True
Kik-in-05,idk,"{'baby shower': 2, 'near delivery date': 1, 'gender reveal': 1, 'blessingway ceremony': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
Al-en-02,crisps,"{'crisps': 3, 'nuts': 2, 'chips': 1, 'pork scratchings': 1, 'curry': 1, 'burger': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Jod-ch-37,tennis,"{'soccer': 4, 'tennis': 3, 'rowing': 1, 'hockey': 1, 'formula 1': 1, 'badminton': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,4,False,True
Ne-ar-16,saturday,"{'saturday': 5, 'sunday': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-58,cow,"{'cow': 5, 'donkey': 3, 'horse': 1, 'sheep': 1, 'chicken': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Sa-en-31,dog,"{'dog': 5, 'cat': 3, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Kik-in-16,tea,"{'tea': 5, 'herbal tea': 1, 'chocolate milk': 1, 'coffee': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ki-pe-51,14:00,"{'14:00': 2, '16:00': 2, '17:00': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-pe-78,fajr film festival,"{'fajr film festival': 5, 'hafez': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-su-42,idk,"{'not-applicable': 4, 'idk': 1, 'no-answer': 0}",1,4,False,True
New-su-34,choir competition,"{'choir': 2, 'art performance': 1, 'extracurricular music class': 1, 'radio calisthenics': 1, 'short video challenge': 1, 'listen to music and copy lyrics': 1, 'choir competition': 1, 'idk': 2, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ca-sp-11,friday,"{'friday': 3, 'thursday': 3, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-ch-74,student dormitory,"{'dormitory': 3, 'student dormitory': 1, '4 people': 1, '6-person dormitory': 1, 'apartment': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-en-11,celery,"{'broccoli': 1, 'beetroot': 1, 'celery': 1, 'no-answer': 2, 'idk': 0, 'not-applicable': 0}",1,2,False,True
Nu-in-04,3,"{'3': 4, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Al-en-43,watching tv,"{'watching series': 2, 'going to the cinema': 1, 'family gathering': 1, 'watching tv': 1, 'picnic': 1, 'dance': 1, 'backgammon game': 1, 'watching movie': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Ki-pe-51,18:00,"{'18:00': 3, '17:00': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-am-02,rice with kebab,"{'ghormeh sabzi': 2, 'kebab': 1, 'dizi': 1, 'rice with kebab': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-az-70,idk,"{'red wine': 3, 'cocktail': 2, 'rio': 1, 'milk beer': 1, 'bai': 1, 'idk': 1, 'no-answer': 1, 'not-applicable': 0}",1,3,False,True
New-ko-04,football,"{'car': 5, 'ball': 2, 'sword': 1, 'gun': 1, 'football': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Ki-pe-34,tea,"{'tea': 5, 'coffee': 1, 'lion': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ne-ar-10,kebab,"{'kebab': 2, 'gheimeh': 2, 'broth': 1, 'idk': 2, 'not-applicable': 2, 'no-answer': 0}",2,2,True,True
New-spme-68,bubble tea,"{'bubble tea': 2, 'juice': 2, 'wahaha': 1, 'soda water': 1, 'yakult': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Na-ko-05,burgers,"{'pizza': 3, 'chinese food': 2, 'fast food': 1, 'take out': 1, 'uber eats': 1, 'burgers': 1, 'thai': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-gr-13,tea,"{'coffee': 5, 'tea': 4, 'fruit juice': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,5,False,True
New-az-73,100,"{'100': 3, '200': 2, '30': 1, '150': 1, '500': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
New-ch-26,skiing,"{'skiing': 1, 'not-applicable': 2, 'idk': 2, 'no-answer': 2}",1,2,False,True
Ne-ar-18,14:00,"{'17:00': 2, '14:00': 1, '13:00': 1, '18:00': 1, '15:00': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-en-47,brick walls,"{'lawn': 3, 'shed': 2, 'trees': 1, 'flowers': 1, 'wooden fences': 1, 'brick walls': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Kik-in-16,hot coffee,"{'hot coffee': 5, 'hot chocolate': 3, 'tea': 1, 'water': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ni-en-17,40,"{'40': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Th-en-21,salary,"{'five insurances and one fund': 3, 'weekends off': 2, 'annual leave': 2, 'marriage and maternity leave': 1, 'salary': 1, 'housing allowance': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
Ne-ar-36,stuffing,"{'turkey': 2, 'mashed potatoes': 2, 'gravy': 2, 'steak or fancy meat': 1, 'xmas dinner': 1, 'stuffing': 1, 'sweet potatoes': 1, 'green bean casserole': 1, 'cranberry sauce': 1, 'and pumpkin pie': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,2,False,True
New-pe-66,mathematics,"{'painting': 3, 'olympiad math': 1, 'mathematics': 1, 'piano': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,3,False,True
New-ch-49,wechat,"{'wechat': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Th-en-03,mlb,"{'national football league': 5, 'mlb': 1, 'nba': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
Ki-pe-17,college,"{'high school': 2, 'college': 2, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,2,True,True
Ki-pe-36,mexican,"{'mexican': 2, 'chinese': 2, 'italian': 2, 'mexico': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-en-08,dove,"{'dove': 4, 'ferrero': 2, 'good times': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-su-01,roasted sausage,"{'kebabs': 1, 'jianbing guozi': 1, 'roasted sausage': 1, 'egg pancake': 1, 'latiao': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-su-33,formal attire,"{'formal attire': 2, 'shirt': 1, 'trousers': 1, 'appropriate': 1, 'not inappropriately': 1, 'not dressed in a strange or unusual way': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-az-12,coastal city,"{'fujian': 2, 'qinghai': 1, 'zhejiang': 1, 'coastal city': 1, 'guangzhou': 1, 'shandong coastal area': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Sa-en-32,idk,"{'dorehami': 2, 'art contest': 1, 'comedy shows': 1, 'khandevaneh': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
New-az-60,paternal grandparents,"{'nanny': 2, 'elder': 2, 'paternal grandparents': 2, 'maternal grandparents': 1, 'grandmother': 1, 'grandfather': 1, 'maternal grandmother': 1, 'nursery': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Th-en-58,linear algebra,"{'calculus': 1, 'analytic geometry': 1, 'linear algebra': 1, 'high school mathematics': 1, 'algebra': 1, 'geometry': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,1,True,True
New-pe-06,braised pork with vermicelli,"{'braised pork with vermicelli': 2, 'braised ribs': 1, ""stewed pig's trotters"": 1, 'cabbage stewed with pork': 1, 'stewed chicken': 1, 'braised pork': 1, 'potato with braised pork': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Ca-sp-05,2,"{'3': 5, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
Na-ko-05,pizza,"{'pizza': 3, 'chinese food': 2, 'fast food': 1, 'take out': 1, 'uber eats': 1, 'burgers': 1, 'thai': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-in-33,idk,"{'kerman': 2, 'sistan and baluchestan': 2, 'khorasan': 1, 'isfahan': 1, 'central regions': 1, 'kermanshah': 1, 'kurdistan': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
New-su-88,pop,"{'pop': 4, 'rap': 3, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-su-01,seed,"{'chips': 2, 'cake': 1, 'cheese puff': 1, 'ice cream': 1, 'snack': 1, 'coke': 1, 'seed': 1, 'fava beans': 1, 'juice': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Kik-in-07,not-applicable,"{'easter eggs': 1, 'not-applicable': 4, 'idk': 1, 'no-answer': 0}",4,4,True,True
New-ha-09,gas,"{'gas': 2, 'pot': 1, 'frying pan': 1, 'gas stove': 1, 'fryer': 1, 'sandwich maker': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ch-80,Xmas,"{'Ressurection Sunday': 4, 'memorial day': 1, 'Xmas': 1, 'not-applicable': 1, 'idk': 0, 'no-answer': 0}",1,4,False,True
Kik-in-10,disney world,"{'statue of liberty': 2, 'grand canyon': 1, 'disney world': 1, 'las vegas': 1, 'lincoln monument': 1, 'disneyland': 1, 'hollywood': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Al-en-33,not-applicable,"{'gathering': 1, 'dress up': 1, 'not-applicable': 3, 'idk': 0, 'no-answer': 0}",3,3,True,True
New-gr-29,fifa world cup,"{'fifa world cup': 4, 'uefa champions league': 1, 'football': 1, 'olympic': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Gu-ch-40,15:00,"{'15:00': 2, '2:30 PM': 1, '14:00': 1, '18:00': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Na-ko-30,idk,"{'fortnite': 1, 'FIFA': 1, 'idk': 2, 'no-answer': 1, 'not-applicable': 0}",2,2,True,True
Ji-ko-35,Catholic school,"{'Catholic school': 2, 'college': 2, 'individual lessons': 1, 'high school': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Jod-ch-16,lunar new year,"{'lunar new year': 5, 'mid-autumn festival': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-14,chicken soup,"{'porridge': 5, 'chicken soup': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-am-53,qeshm,"{'yunnan': 3, 'anhui': 1, 'henan': 1, 'hangzhou': 1, ""fujian's tea"": 1, 'zhejiang': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,3,False,False
Na-ko-37,great wall,"{'great wall': 2, 'west lake': 2, 'dali ancient town': 2, 'forbidden city': 2, 'hainan island': 1, 'terracotta warriors': 1, 'the bund, shanghai': 1, 'shanghai': 1, 'beijing': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
An-ar-09,2,"{'2': 5, '3': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ji-ko-03,shenzhen,"{'New York City': 5, 'San Francisco': 1, 'Seattle': 1, 'Washington': 1, 'DC': 1, 'Boston': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,5,False,False
Ca-sp-42,12,"{'12': 3, '8': 2, '0': 1, '16': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ne-ar-09,idk,"{'vegetarian': 1, 'dapanji': 1, 'idk': 3, 'not-applicable': 3, 'no-answer': 0}",3,3,True,True
Na-ko-26,walking,"{'soccer': 2, 'rugby': 2, 'bowls': 2, 'walking': 1, 'hiking': 1, 'darts': 1, 'cricket': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-az-12,southeast coast,"{'cornwall': 3, 'whitby': 1, 'scarborough': 1, 'scotland': 1, 'the english riviera': 1, 'dorset': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",0,3,False,False
New-ha-66,wedding hall,"{'wedding hall': 5, 'garden': 3, 'large restaurants': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ni-en-11,3,"{'3': 4, '4': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Th-en-36,zoo,"{'zoo': 2, 'go to the park': 2, 'walks': 1, 'soccer': 1, 'swimming pool': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-az-73,100,"{'100': 3, '200': 2, '30': 1, '150': 1, '500': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",3,3,True,True
Jo-sp-31,15:30,"{'15:30': 4, '15:00': 2, '16:30': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Al-en-43,watch tv,"{'mahjong': 3, 'watch tv': 2, 'dou dizhu': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,3,False,True
Ji-ko-14,corn,"{'corn': 3, 'raw materials': 1, 'meat': 1, 'weapons': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-ch-09,hot pot,"{'hot pot': 3, 'tangyuan': 2, 'dumplings': 1, 'beef soup': 1, 'mutton soup': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-as-64,Xmas,"{'thanksgiving': 4, 'Xmas': 2, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",2,4,False,True
New-ko-04,video games,"{'video games': 2, 'action figures': 1, 'water guns': 1, 'swords': 1, 'balls': 1, 'sports toys': 1, 'cars': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Jo-sp-37,8,"{'8': 3, '7': 2, '3': 1, 'idk': 1, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
Ne-ar-44,sugar cube,"{'sugar cube': 2, 'sugar': 2, 'sweets': 1, 'dates': 1, 'chocolate': 1, 'cake': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
Th-en-36,idk,"{'go to the park': 2, 'shopping': 1, 'shopping mall stroll': 1, 'outdoor activities': 1, 'gathering meal': 1, 'idk': 1, 'no-answer': 1, 'not-applicable': 0}",1,2,False,True
New-spme-05,candy bars like milky the cow,"{'chocolate': 2, 'soda': 1, 'candy': 1, ""hershey's"": 1, ""Resse's Puffs"": 1, 'cookies': 1, 'tart candies': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",0,2,False,False
Ji-ko-35,private schools,"{'private tutor': 3, 'private schools': 1, 'language school': 1, 'no-answer': 1, 'idk': 0, 'not-applicable': 0}",1,3,False,True
Ca-sp-38,apartment building,"{'apartment building': 5, 'house': 1, 'self-built house': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
Ne-ar-32,cereal,"{'cereal': 4, 'toast': 3, 'eggs': 2, 'coffee': 1, 'bacon': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-spme-15,lucozade,"{'lucozade': 5, 'gatorade': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
New-ch-79,fishing,"{'golf': 5, 'motor cycle clubs': 1, 'crafting items': 1, 'fishing': 1, 'sports': 1, 'watching television': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,5,False,True
New-pe-02,idk,"{'corn dog': 1, 'candy bars like milky ay': 1, 'burgers': 1, 'chips': 1, 'popcorn': 1, 'cotton candy': 1, 'idk': 2, 'not-applicable': 2, 'no-answer': 0}",2,2,True,True
New-spme-68,juice,"{'bubble tea': 2, 'juice': 2, 'wahaha': 1, 'soda water': 1, 'yakult': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-ch-14,chicken noodle soup,"{'soup': 2, 'chicken noodle soup': 2, 'banana': 1, 'ginger ale': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-gr-58,cleaner,"{'care workers': 2, 'nurses': 2, 'cleaner': 1, 'teachers': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
New-as-58,tea,"{'tea': 5, 'coffee': 2, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",5,5,True,True
An-ar-43,family,"{'family': 4, 'pub': 1, 'barbecue restaurant': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
New-ch-75,90,"{'90': 4, '60': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Kik-in-06,bachelor party,"{'bachelor party': 3, 'bridal shower': 1, 'rehearsal dinner': 1, 'engagement party': 1, 'bachelorette party': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,3,True,True
New-spme-05,baklava,"{'language': 2, 'cream puff': 2, 'napoleon': 2, 'danish pastry': 2, 'yazdi cake': 1, 'baklava': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",1,2,False,True
Jod-ch-37,tennis,"{'soccer': 4, 'tennis': 3, 'rowing': 1, 'hockey': 1, 'formula 1': 1, 'badminton': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",3,4,False,True
New-ch-07,not-applicable,"{'nuts': 2, 'chicken kebab': 1, 'not-applicable': 3, 'idk': 0, 'no-answer': 0}",3,3,True,True
Ta-pe-17,swimming,"{'athletics': 5, 'soccer': 2, 'swimming': 2, 'cycling': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,5,False,True
Ji-ko-26,no-answer,"{'finding a job': 2, 'living independently': 1, 'no-answer': 3, 'idk': 1, 'not-applicable': 0}",3,3,True,True
New-am-60,horse,"{'horse': 2, 'not-applicable': 2, ""We don't use animals for transportation, bar police horses."": 1, 'idk': 0, 'no-answer': 0}",2,2,True,True
Na-ko-37,florida,"{'florida': 4, 'HI': 2, 'california': 2, 'NY': 1, 'alaska': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",4,4,True,True
Jo-sp-37,6,"{'6': 2, '12': 1, '16': 1, '8': 1, '10': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
New-en-05,hotdogs,"{'hotdogs': 2, 'hamburgers': 1, 'chicken': 1, 'sandwich': 1, 'fast food': 1, 'spaghetti': 1, 'bologna sandwich': 1, 'idk': 0, 'no-answer': 0, 'not-applicable': 0}",2,2,True,True
